name,displayName,description,exemptionCategory,expiresOn,scope,policyAssignmentId,policyDefinitionReferenceIds,resourceSelectors,metadata,assignmentScopeValidation
96b980ff0d3041e1ab468937,ManagementGroup - Deploy SQL DB transparent data encryption,,Waiver,,/providers/Microsoft.Management/managementGroups/MG-11,/providers/Microsoft.Management/managementGroups/MG-11/providers/Microsoft.Authorization/policyAssignments/7ec9ddb3d5da42a88648ea17,,"[{""selectors"":[{""in"":[""uaenorth""],""kind"":""resourceLocation""}],""name"":""uae-north-resorces-exempt""}]","{""deployedBy"":null,""epacMetadata"":{}}",
